Date,Value_selic
2014-11-12,11.15
2014-11-13,11.15
2014-11-14,11.15
2014-11-15,11.15
2014-11-16,11.15
2014-11-17,11.15
2014-11-18,11.15
2014-11-19,11.15
2014-11-20,11.15
2014-11-21,11.15
2014-11-22,11.15
2014-11-23,11.15
2014-11-24,11.15
2014-11-25,11.15
2014-11-26,11.15
2014-11-27,11.15
2014-11-28,11.15
2014-11-29,11.15
2014-11-30,11.15
2014-12-01,11.58
2014-12-02,11.58
2014-12-03,11.58
2014-12-04,11.58
2014-12-05,11.58
2014-12-06,11.58
2014-12-07,11.58
2014-12-08,11.58
2014-12-09,11.58
2014-12-10,11.58
2014-12-11,11.58
2014-12-12,11.58
2014-12-13,11.58
2014-12-14,11.58
2014-12-15,11.58
2014-12-16,11.58
2014-12-17,11.58
2014-12-18,11.58
2014-12-19,11.58
2014-12-20,11.58
2014-12-21,11.58
2014-12-22,11.58
2014-12-23,11.58
2014-12-24,11.58
2014-12-25,11.58
2014-12-26,11.58
2014-12-27,11.58
2014-12-28,11.58
2014-12-29,11.58
2014-12-30,11.58
2014-12-31,11.58
2015-01-01,11.82
2015-01-02,11.82
2015-01-03,11.82
2015-01-04,11.82
2015-01-05,11.82
2015-01-06,11.82
2015-01-07,11.82
2015-01-08,11.82
2015-01-09,11.82
2015-01-10,11.82
2015-01-11,11.82
2015-01-12,11.82
2015-01-13,11.82
2015-01-14,11.82
2015-01-15,11.82
2015-01-16,11.82
2015-01-17,11.82
2015-01-18,11.82
2015-01-19,11.82
2015-01-20,11.82
2015-01-21,11.82
2015-01-22,11.82
2015-01-23,11.82
2015-01-24,11.82
2015-01-25,11.82
2015-01-26,11.82
2015-01-27,11.82
2015-01-28,11.82
2015-01-29,11.82
2015-01-30,11.82
2015-01-31,11.82
2015-02-01,12.15
2015-02-02,12.15
2015-02-03,12.15
2015-02-04,12.15
2015-02-05,12.15
2015-02-06,12.15
2015-02-07,12.15
2015-02-08,12.15
2015-02-09,12.15
2015-02-10,12.15
2015-02-11,12.15
2015-02-12,12.15
2015-02-13,12.15
2015-02-14,12.15
2015-02-15,12.15
2015-02-16,12.15
2015-02-17,12.15
2015-02-18,12.15
2015-02-19,12.15
2015-02-20,12.15
2015-02-21,12.15
2015-02-22,12.15
2015-02-23,12.15
2015-02-24,12.15
2015-02-25,12.15
2015-02-26,12.15
2015-02-27,12.15
2015-02-28,12.15
2015-03-01,12.58
2015-03-02,12.58
2015-03-03,12.58
2015-03-04,12.58
2015-03-05,12.58
2015-03-06,12.58
2015-03-07,12.58
2015-03-08,12.58
2015-03-09,12.58
2015-03-10,12.58
2015-03-11,12.58
2015-03-12,12.58
2015-03-13,12.58
2015-03-14,12.58
2015-03-15,12.58
2015-03-16,12.58
2015-03-17,12.58
2015-03-18,12.58
2015-03-19,12.58
2015-03-20,12.58
2015-03-21,12.58
2015-03-22,12.58
2015-03-23,12.58
2015-03-24,12.58
2015-03-25,12.58
2015-03-26,12.58
2015-03-27,12.58
2015-03-28,12.58
2015-03-29,12.58
2015-03-30,12.58
2015-03-31,12.58
2015-04-01,12.68
2015-04-02,12.68
2015-04-03,12.68
2015-04-04,12.68
2015-04-05,12.68
2015-04-06,12.68
2015-04-07,12.68
2015-04-08,12.68
2015-04-09,12.68
2015-04-10,12.68
2015-04-11,12.68
2015-04-12,12.68
2015-04-13,12.68
2015-04-14,12.68
2015-04-15,12.68
2015-04-16,12.68
2015-04-17,12.68
2015-04-18,12.68
2015-04-19,12.68
2015-04-20,12.68
2015-04-21,12.68
2015-04-22,12.68
2015-04-23,12.68
2015-04-24,12.68
2015-04-25,12.68
2015-04-26,12.68
2015-04-27,12.68
2015-04-28,12.68
2015-04-29,12.68
2015-04-30,12.68
2015-05-01,13.15
2015-05-02,13.15
2015-05-03,13.15
2015-05-04,13.15
2015-05-05,13.15
2015-05-06,13.15
2015-05-07,13.15
2015-05-08,13.15
2015-05-09,13.15
2015-05-10,13.15
2015-05-11,13.15
2015-05-12,13.15
2015-05-13,13.15
2015-05-14,13.15
2015-05-15,13.15
2015-05-16,13.15
2015-05-17,13.15
2015-05-18,13.15
2015-05-19,13.15
2015-05-20,13.15
2015-05-21,13.15
2015-05-22,13.15
2015-05-23,13.15
2015-05-24,13.15
2015-05-25,13.15
2015-05-26,13.15
2015-05-27,13.15
2015-05-28,13.15
2015-05-29,13.15
2015-05-30,13.15
2015-05-31,13.15
2015-06-01,13.58
2015-06-02,13.58
2015-06-03,13.58
2015-06-04,13.58
2015-06-05,13.58
2015-06-06,13.58
2015-06-07,13.58
2015-06-08,13.58
2015-06-09,13.58
2015-06-10,13.58
2015-06-11,13.58
2015-06-12,13.58
2015-06-13,13.58
2015-06-14,13.58
2015-06-15,13.58
2015-06-16,13.58
2015-06-17,13.58
2015-06-18,13.58
2015-06-19,13.58
2015-06-20,13.58
2015-06-21,13.58
2015-06-22,13.58
2015-06-23,13.58
2015-06-24,13.58
2015-06-25,13.58
2015-06-26,13.58
2015-06-27,13.58
2015-06-28,13.58
2015-06-29,13.58
2015-06-30,13.58
2015-07-01,13.69
2015-07-02,13.69
2015-07-03,13.69
2015-07-04,13.69
2015-07-05,13.69
2015-07-06,13.69
2015-07-07,13.69
2015-07-08,13.69
2015-07-09,13.69
2015-07-10,13.69
2015-07-11,13.69
2015-07-12,13.69
2015-07-13,13.69
2015-07-14,13.69
2015-07-15,13.69
2015-07-16,13.69
2015-07-17,13.69
2015-07-18,13.69
2015-07-19,13.69
2015-07-20,13.69
2015-07-21,13.69
2015-07-22,13.69
2015-07-23,13.69
2015-07-24,13.69
2015-07-25,13.69
2015-07-26,13.69
2015-07-27,13.69
2015-07-28,13.69
2015-07-29,13.69
2015-07-30,13.69
2015-07-31,13.69
2015-08-01,14.15
2015-08-02,14.15
2015-08-03,14.15
2015-08-04,14.15
2015-08-05,14.15
2015-08-06,14.15
2015-08-07,14.15
2015-08-08,14.15
2015-08-09,14.15
2015-08-10,14.15
2015-08-11,14.15
2015-08-12,14.15
2015-08-13,14.15
2015-08-14,14.15
2015-08-15,14.15
2015-08-16,14.15
2015-08-17,14.15
2015-08-18,14.15
2015-08-19,14.15
2015-08-20,14.15
2015-08-21,14.15
2015-08-22,14.15
2015-08-23,14.15
2015-08-24,14.15
2015-08-25,14.15
2015-08-26,14.15
2015-08-27,14.15
2015-08-28,14.15
2015-08-29,14.15
2015-08-30,14.15
2015-08-31,14.15
2015-09-01,14.15
2015-09-02,14.15
2015-09-03,14.15
2015-09-04,14.15
2015-09-05,14.15
2015-09-06,14.15
2015-09-07,14.15
2015-09-08,14.15
2015-09-09,14.15
2015-09-10,14.15
2015-09-11,14.15
2015-09-12,14.15
2015-09-13,14.15
2015-09-14,14.15
2015-09-15,14.15
2015-09-16,14.15
2015-09-17,14.15
2015-09-18,14.15
2015-09-19,14.15
2015-09-20,14.15
2015-09-21,14.15
2015-09-22,14.15
2015-09-23,14.15
2015-09-24,14.15
2015-09-25,14.15
2015-09-26,14.15
2015-09-27,14.15
2015-09-28,14.15
2015-09-29,14.15
2015-09-30,14.15
2015-10-01,14.15
2015-10-02,14.15
2015-10-03,14.15
2015-10-04,14.15
2015-10-05,14.15
2015-10-06,14.15
2015-10-07,14.15
2015-10-08,14.15
2015-10-09,14.15
2015-10-10,14.15
2015-10-11,14.15
2015-10-12,14.15
2015-10-13,14.15
2015-10-14,14.15
2015-10-15,14.15
2015-10-16,14.15
2015-10-17,14.15
2015-10-18,14.15
2015-10-19,14.15
2015-10-20,14.15
2015-10-21,14.15
2015-10-22,14.15
2015-10-23,14.15
2015-10-24,14.15
2015-10-25,14.15
2015-10-26,14.15
2015-10-27,14.15
2015-10-28,14.15
2015-10-29,14.15
2015-10-30,14.15
2015-10-31,14.15
2015-11-01,14.15
2015-11-02,14.15
2015-11-03,14.15
2015-11-04,14.15
2015-11-05,14.15
2015-11-06,14.15
2015-11-07,14.15
2015-11-08,14.15
2015-11-09,14.15
2015-11-10,14.15
2015-11-11,14.15
2015-11-12,14.15
2015-11-13,14.15
2015-11-14,14.15
2015-11-15,14.15
2015-11-16,14.15
2015-11-17,14.15
2015-11-18,14.15
2015-11-19,14.15
2015-11-20,14.15
2015-11-21,14.15
2015-11-22,14.15
2015-11-23,14.15
2015-11-24,14.15
2015-11-25,14.15
2015-11-26,14.15
2015-11-27,14.15
2015-11-28,14.15
2015-11-29,14.15
2015-11-30,14.15
2015-12-01,14.15
2015-12-02,14.15
2015-12-03,14.15
2015-12-04,14.15
2015-12-05,14.15
2015-12-06,14.15
2015-12-07,14.15
2015-12-08,14.15
2015-12-09,14.15
2015-12-10,14.15
2015-12-11,14.15
2015-12-12,14.15
2015-12-13,14.15
2015-12-14,14.15
2015-12-15,14.15
2015-12-16,14.15
2015-12-17,14.15
2015-12-18,14.15
2015-12-19,14.15
2015-12-20,14.15
2015-12-21,14.15
2015-12-22,14.15
2015-12-23,14.15
2015-12-24,14.15
2015-12-25,14.15
2015-12-26,14.15
2015-12-27,14.15
2015-12-28,14.15
2015-12-29,14.15
2015-12-30,14.15
2015-12-31,14.15
2016-01-01,14.15
2016-01-02,14.15
2016-01-03,14.15
2016-01-04,14.15
2016-01-05,14.15
2016-01-06,14.15
2016-01-07,14.15
2016-01-08,14.15
2016-01-09,14.15
2016-01-10,14.15
2016-01-11,14.15
2016-01-12,14.15
2016-01-13,14.15
2016-01-14,14.15
2016-01-15,14.15
2016-01-16,14.15
2016-01-17,14.15
2016-01-18,14.15
2016-01-19,14.15
2016-01-20,14.15
2016-01-21,14.15
2016-01-22,14.15
2016-01-23,14.15
2016-01-24,14.15
2016-01-25,14.15
2016-01-26,14.15
2016-01-27,14.15
2016-01-28,14.15
2016-01-29,14.15
2016-01-30,14.15
2016-01-31,14.15
2016-02-01,14.15
2016-02-02,14.15
2016-02-03,14.15
2016-02-04,14.15
2016-02-05,14.15
2016-02-06,14.15
2016-02-07,14.15
2016-02-08,14.15
2016-02-09,14.15
2016-02-10,14.15
2016-02-11,14.15
2016-02-12,14.15
2016-02-13,14.15
2016-02-14,14.15
2016-02-15,14.15
2016-02-16,14.15
2016-02-17,14.15
2016-02-18,14.15
2016-02-19,14.15
2016-02-20,14.15
2016-02-21,14.15
2016-02-22,14.15
2016-02-23,14.15
2016-02-24,14.15
2016-02-25,14.15
2016-02-26,14.15
2016-02-27,14.15
2016-02-28,14.15
2016-02-29,14.15
2016-03-01,14.15
2016-03-02,14.15
2016-03-03,14.15
2016-03-04,14.15
2016-03-05,14.15
2016-03-06,14.15
2016-03-07,14.15
2016-03-08,14.15
2016-03-09,14.15
2016-03-10,14.15
2016-03-11,14.15
2016-03-12,14.15
2016-03-13,14.15
2016-03-14,14.15
2016-03-15,14.15
2016-03-16,14.15
2016-03-17,14.15
2016-03-18,14.15
2016-03-19,14.15
2016-03-20,14.15
2016-03-21,14.15
2016-03-22,14.15
2016-03-23,14.15
2016-03-24,14.15
2016-03-25,14.15
2016-03-26,14.15
2016-03-27,14.15
2016-03-28,14.15
2016-03-29,14.15
2016-03-30,14.15
2016-03-31,14.15
2016-04-01,14.15
2016-04-02,14.15
2016-04-03,14.15
2016-04-04,14.15
2016-04-05,14.15
2016-04-06,14.15
2016-04-07,14.15
2016-04-08,14.15
2016-04-09,14.15
2016-04-10,14.15
2016-04-11,14.15
2016-04-12,14.15
2016-04-13,14.15
2016-04-14,14.15
2016-04-15,14.15
2016-04-16,14.15
2016-04-17,14.15
2016-04-18,14.15
2016-04-19,14.15
2016-04-20,14.15
2016-04-21,14.15
2016-04-22,14.15
2016-04-23,14.15
2016-04-24,14.15
2016-04-25,14.15
2016-04-26,14.15
2016-04-27,14.15
2016-04-28,14.15
2016-04-29,14.15
2016-04-30,14.15
2016-05-01,14.15
2016-05-02,14.15
2016-05-03,14.15
2016-05-04,14.15
2016-05-05,14.15
2016-05-06,14.15
2016-05-07,14.15
2016-05-08,14.15
2016-05-09,14.15
2016-05-10,14.15
2016-05-11,14.15
2016-05-12,14.15
2016-05-13,14.15
2016-05-14,14.15
2016-05-15,14.15
2016-05-16,14.15
2016-05-17,14.15
2016-05-18,14.15
2016-05-19,14.15
2016-05-20,14.15
2016-05-21,14.15
2016-05-22,14.15
2016-05-23,14.15
2016-05-24,14.15
2016-05-25,14.15
2016-05-26,14.15
2016-05-27,14.15
2016-05-28,14.15
2016-05-29,14.15
2016-05-30,14.15
2016-05-31,14.15
2016-06-01,14.15
2016-06-02,14.15
2016-06-03,14.15
2016-06-04,14.15
2016-06-05,14.15
2016-06-06,14.15
2016-06-07,14.15
2016-06-08,14.15
2016-06-09,14.15
2016-06-10,14.15
2016-06-11,14.15
2016-06-12,14.15
2016-06-13,14.15
2016-06-14,14.15
2016-06-15,14.15
2016-06-16,14.15
2016-06-17,14.15
2016-06-18,14.15
2016-06-19,14.15
2016-06-20,14.15
2016-06-21,14.15
2016-06-22,14.15
2016-06-23,14.15
2016-06-24,14.15
2016-06-25,14.15
2016-06-26,14.15
2016-06-27,14.15
2016-06-28,14.15
2016-06-29,14.15
2016-06-30,14.15
2016-07-01,14.15
2016-07-02,14.15
2016-07-03,14.15
2016-07-04,14.15
2016-07-05,14.15
2016-07-06,14.15
2016-07-07,14.15
2016-07-08,14.15
2016-07-09,14.15
2016-07-10,14.15
2016-07-11,14.15
2016-07-12,14.15
2016-07-13,14.15
2016-07-14,14.15
2016-07-15,14.15
2016-07-16,14.15
2016-07-17,14.15
2016-07-18,14.15
2016-07-19,14.15
2016-07-20,14.15
2016-07-21,14.15
2016-07-22,14.15
2016-07-23,14.15
2016-07-24,14.15
2016-07-25,14.15
2016-07-26,14.15
2016-07-27,14.15
2016-07-28,14.15
2016-07-29,14.15
2016-07-30,14.15
2016-07-31,14.15
2016-08-01,14.15
2016-08-02,14.15
2016-08-03,14.15
2016-08-04,14.15
2016-08-05,14.15
2016-08-06,14.15
2016-08-07,14.15
2016-08-08,14.15
2016-08-09,14.15
2016-08-10,14.15
2016-08-11,14.15
2016-08-12,14.15
2016-08-13,14.15
2016-08-14,14.15
2016-08-15,14.15
2016-08-16,14.15
2016-08-17,14.15
2016-08-18,14.15
2016-08-19,14.15
2016-08-20,14.15
2016-08-21,14.15
2016-08-22,14.15
2016-08-23,14.15
2016-08-24,14.15
2016-08-25,14.15
2016-08-26,14.15
2016-08-27,14.15
2016-08-28,14.15
2016-08-29,14.15
2016-08-30,14.15
2016-08-31,14.15
2016-09-01,14.15
2016-09-02,14.15
2016-09-03,14.15
2016-09-04,14.15
2016-09-05,14.15
2016-09-06,14.15
2016-09-07,14.15
2016-09-08,14.15
2016-09-09,14.15
2016-09-10,14.15
2016-09-11,14.15
2016-09-12,14.15
2016-09-13,14.15
2016-09-14,14.15
2016-09-15,14.15
2016-09-16,14.15
2016-09-17,14.15
2016-09-18,14.15
2016-09-19,14.15
2016-09-20,14.15
2016-09-21,14.15
2016-09-22,14.15
2016-09-23,14.15
2016-09-24,14.15
2016-09-25,14.15
2016-09-26,14.15
2016-09-27,14.15
2016-09-28,14.15
2016-09-29,14.15
2016-09-30,14.15
2016-10-01,14.05
2016-10-02,14.05
2016-10-03,14.05
2016-10-04,14.05
2016-10-05,14.05
2016-10-06,14.05
2016-10-07,14.05
2016-10-08,14.05
2016-10-09,14.05
2016-10-10,14.05
2016-10-11,14.05
2016-10-12,14.05
2016-10-13,14.05
2016-10-14,14.05
2016-10-15,14.05
2016-10-16,14.05
2016-10-17,14.05
2016-10-18,14.05
2016-10-19,14.05
2016-10-20,14.05
2016-10-21,14.05
2016-10-22,14.05
2016-10-23,14.05
2016-10-24,14.05
2016-10-25,14.05
2016-10-26,14.05
2016-10-27,14.05
2016-10-28,14.05
2016-10-29,14.05
2016-10-30,14.05
2016-10-31,14.05
2016-11-01,13.9
2016-11-02,13.9
2016-11-03,13.9
2016-11-04,13.9
2016-11-05,13.9
2016-11-06,13.9
2016-11-07,13.9
2016-11-08,13.9
2016-11-09,13.9
2016-11-10,13.9
2016-11-11,13.9
2016-11-12,13.9
2016-11-13,13.9
2016-11-14,13.9
2016-11-15,13.9
2016-11-16,13.9
2016-11-17,13.9
2016-11-18,13.9
2016-11-19,13.9
2016-11-20,13.9
2016-11-21,13.9
2016-11-22,13.9
2016-11-23,13.9
2016-11-24,13.9
2016-11-25,13.9
2016-11-26,13.9
2016-11-27,13.9
2016-11-28,13.9
2016-11-29,13.9
2016-11-30,13.9
2016-12-01,13.65
2016-12-02,13.65
2016-12-03,13.65
2016-12-04,13.65
2016-12-05,13.65
2016-12-06,13.65
2016-12-07,13.65
2016-12-08,13.65
2016-12-09,13.65
2016-12-10,13.65
2016-12-11,13.65
2016-12-12,13.65
2016-12-13,13.65
2016-12-14,13.65
2016-12-15,13.65
2016-12-16,13.65
2016-12-17,13.65
2016-12-18,13.65
2016-12-19,13.65
2016-12-20,13.65
2016-12-21,13.65
2016-12-22,13.65
2016-12-23,13.65
2016-12-24,13.65
2016-12-25,13.65
2016-12-26,13.65
2016-12-27,13.65
2016-12-28,13.65
2016-12-29,13.65
2016-12-30,13.65
2016-12-31,13.65
2017-01-01,13.17
2017-01-02,13.17
2017-01-03,13.17
2017-01-04,13.17
2017-01-05,13.17
2017-01-06,13.17
2017-01-07,13.17
2017-01-08,13.17
2017-01-09,13.17
2017-01-10,13.17
2017-01-11,13.17
2017-01-12,13.17
2017-01-13,13.17
2017-01-14,13.17
2017-01-15,13.17
2017-01-16,13.17
2017-01-17,13.17
2017-01-18,13.17
2017-01-19,13.17
2017-01-20,13.17
2017-01-21,13.17
2017-01-22,13.17
2017-01-23,13.17
2017-01-24,13.17
2017-01-25,13.17
2017-01-26,13.17
2017-01-27,13.17
2017-01-28,13.17
2017-01-29,13.17
2017-01-30,13.17
2017-01-31,13.17
2017-02-01,12.82
2017-02-02,12.82
2017-02-03,12.82
2017-02-04,12.82
2017-02-05,12.82
2017-02-06,12.82
2017-02-07,12.82
2017-02-08,12.82
2017-02-09,12.82
2017-02-10,12.82
2017-02-11,12.82
2017-02-12,12.82
2017-02-13,12.82
2017-02-14,12.82
2017-02-15,12.82
2017-02-16,12.82
2017-02-17,12.82
2017-02-18,12.82
2017-02-19,12.82
2017-02-20,12.82
2017-02-21,12.82
2017-02-22,12.82
2017-02-23,12.82
2017-02-24,12.82
2017-02-25,12.82
2017-02-26,12.82
2017-02-27,12.82
2017-02-28,12.82
2017-03-01,12.15
2017-03-02,12.15
2017-03-03,12.15
2017-03-04,12.15
2017-03-05,12.15
2017-03-06,12.15
2017-03-07,12.15
2017-03-08,12.15
2017-03-09,12.15
2017-03-10,12.15
2017-03-11,12.15
2017-03-12,12.15
2017-03-13,12.15
2017-03-14,12.15
2017-03-15,12.15
2017-03-16,12.15
2017-03-17,12.15
2017-03-18,12.15
2017-03-19,12.15
2017-03-20,12.15
2017-03-21,12.15
2017-03-22,12.15
2017-03-23,12.15
2017-03-24,12.15
2017-03-25,12.15
2017-03-26,12.15
2017-03-27,12.15
2017-03-28,12.15
2017-03-29,12.15
2017-03-30,12.15
2017-03-31,12.15
2017-04-01,11.59
2017-04-02,11.59
2017-04-03,11.59
2017-04-04,11.59
2017-04-05,11.59
2017-04-06,11.59
2017-04-07,11.59
2017-04-08,11.59
2017-04-09,11.59
2017-04-10,11.59
2017-04-11,11.59
2017-04-12,11.59
2017-04-13,11.59
2017-04-14,11.59
2017-04-15,11.59
2017-04-16,11.59
2017-04-17,11.59
2017-04-18,11.59
2017-04-19,11.59
2017-04-20,11.59
2017-04-21,11.59
2017-04-22,11.59
2017-04-23,11.59
2017-04-24,11.59
2017-04-25,11.59
2017-04-26,11.59
2017-04-27,11.59
2017-04-28,11.59
2017-04-29,11.59
2017-04-30,11.59
2017-05-01,11.15
2017-05-02,11.15
2017-05-03,11.15
2017-05-04,11.15
2017-05-05,11.15
2017-05-06,11.15
2017-05-07,11.15
2017-05-08,11.15
2017-05-09,11.15
2017-05-10,11.15
2017-05-11,11.15
2017-05-12,11.15
2017-05-13,11.15
2017-05-14,11.15
2017-05-15,11.15
2017-05-16,11.15
2017-05-17,11.15
2017-05-18,11.15
2017-05-19,11.15
2017-05-20,11.15
2017-05-21,11.15
2017-05-22,11.15
2017-05-23,11.15
2017-05-24,11.15
2017-05-25,11.15
2017-05-26,11.15
2017-05-27,11.15
2017-05-28,11.15
2017-05-29,11.15
2017-05-30,11.15
2017-05-31,11.15
2017-06-01,10.15
2017-06-02,10.15
2017-06-03,10.15
2017-06-04,10.15
2017-06-05,10.15
2017-06-06,10.15
2017-06-07,10.15
2017-06-08,10.15
2017-06-09,10.15
2017-06-10,10.15
2017-06-11,10.15
2017-06-12,10.15
2017-06-13,10.15
2017-06-14,10.15
2017-06-15,10.15
2017-06-16,10.15
2017-06-17,10.15
2017-06-18,10.15
2017-06-19,10.15
2017-06-20,10.15
2017-06-21,10.15
2017-06-22,10.15
2017-06-23,10.15
2017-06-24,10.15
2017-06-25,10.15
2017-06-26,10.15
2017-06-27,10.15
2017-06-28,10.15
2017-06-29,10.15
2017-06-30,10.15
2017-07-01,10.01
2017-07-02,10.01
2017-07-03,10.01
2017-07-04,10.01
2017-07-05,10.01
2017-07-06,10.01
2017-07-07,10.01
2017-07-08,10.01
2017-07-09,10.01
2017-07-10,10.01
2017-07-11,10.01
2017-07-12,10.01
2017-07-13,10.01
2017-07-14,10.01
2017-07-15,10.01
2017-07-16,10.01
2017-07-17,10.01
2017-07-18,10.01
2017-07-19,10.01
2017-07-20,10.01
2017-07-21,10.01
2017-07-22,10.01
2017-07-23,10.01
2017-07-24,10.01
2017-07-25,10.01
2017-07-26,10.01
2017-07-27,10.01
2017-07-28,10.01
2017-07-29,10.01
2017-07-30,10.01
2017-07-31,10.01
2017-08-01,9.15
2017-08-02,9.15
2017-08-03,9.15
2017-08-04,9.15
2017-08-05,9.15
2017-08-06,9.15
2017-08-07,9.15
2017-08-08,9.15
2017-08-09,9.15
2017-08-10,9.15
2017-08-11,9.15
2017-08-12,9.15
2017-08-13,9.15
2017-08-14,9.15
2017-08-15,9.15
